name,group,languages,content_id,fails,video,res
Turkmenistan Sport,Otras TV,tr,c3f5acd35086090c5fc815b961006630248b7dc0,0,h264 720x406 25.000fps,SD
Türkmenistan Sport,Otras TV,tr,b0b7080c2fa738de5fd0238a422666622d1e7a22,0,h264 720x406 25.000fps,SD
Türkmenistan Sport,Otras TV,tr,81f6194681ea3d4b61e8f6c456ca430bcfd908f1,0,h264 720x406 25.000fps,SD
Türkmenistan Sport,Otras TV,tr,fbcc3253e42eaa1a569f789624fcd67a6861dc3a,0,h264 720x406 25.000fps,SD
TV TORUŃ,Otras TV,po,25cd93890d84463ec99994687c3e25256454be36,0,h264 1920x1080 25.000fps,FHD
TV3 Sport,Otras TV,,741902a91284c93269d831eb5a9be1b3015b9879,0,,
TV3 Sport 2,Otras TV,,b37906fc8bae88674c0325858d962be396934aa9,0,,
TVP Sport,Otras TV,po,d6f0a6377c31f68b1c1c071e0a8f9f105a455867,0,h264 1920x1080 25.000fps,FHD
Viasat Sport,Otras TV,ru,dec96c86080c26ddf667ea90adfb513a40007a0b,0,h264 1920x1080 25.000fps,FHD
Viasat Sport,Otras TV,ru,c41c04996e389c1a7579d01a25c7b4634f390d44,0,,
ViP Sport Fint GA 1,Otras TV,,38ea10d691cbd9a4812e192a6c7a8dc17f3f75e0,0,,
ViP Sport Fint GA 2,Otras TV,,c5c77d77e6f9930a8a8e3be9febbc64c2f3e1c79,0,,
ViP Sport Fint GA 4,Otras TV,,941e77b24c012c3b4098d96643038ecadba18312,0,,
World of Basketball,Otras TV,ru,c4acde347445b0a07a9e8695b4254bee2b2df570,0,h264 1920x1080 25.000fps,FHD
Polsat Sport,Polsat Sport,po,92b6ba09dae4bbb8a67a405125d08ca8d15380ee,0,h264 1920x1080 50.000fps,FHD
Polsat Sport Extra,Polsat Sport,po,ef2cf11fc83f4f15a33c9a514a7afd2bce73122f,0,h264 1920x1080 50.000fps,FHD
Polsat Sport Fight,Polsat Sport,po,9e7fe279f421b734a8af9e68320955fd16f80b4b,0,h264 1920x1080 50.000fps,FHD
Polsat Sport Premium 1,Polsat Sport,po,4ce55db7e578ff52a6e526cf610e477464b8a99f,0,h264 1920x1080 50.000fps,FHD
Polsat Sport Premium 2,Polsat Sport,po,3147c586346aee00c005d1caa55204d38678c95f,0,h264 1920x1080 25.000fps,FHD
Premier Sports 1,Premier Sports,en,75a56863b6fe0407ad4305b4d7ee5643c3923565,0,h264 1920x1080 50.000fps,FHD
Premier Sports 2,Premier Sports,en,4903ca695edb64bc72ae29eb85a5333ba0139537,0,h264 1920x1080 50.000fps,FHD
Real Madrid TV,Real Madrid TV,sp,5877ce180e7545117ff8b58a36821973850c6bba,0,h264 1920x1080 29.970fps,FHD
Real Madrid TV,Real Madrid TV,sp,8c03fbe8d4ae210cceae65c5aa12ac0b53793726,0,h264 1280x720 30.000fps,HD
Real Madrid TV,Real Madrid TV,sp,0ec3f3786318acd8dca2588f74c3759cda76cd11,0,h264 720x408 25.000fps,SD
Real Madrid TV,Real Madrid TV,sp,0827cf7d290967985892965c6e61244a479d6dcd,0,h264 720x408 25.000fps,SD
Redbull,Redbull,en,62daab1c54565d0c5ba4e3c660f3a4a5c93adc8a,0,h264 1280x720 30.000fps,HD
Redbull,Redbull,en,647d19df70ee35100d0e95bc62ddebeebec1fabb,0,h264 1280x720 30.000fps,HD
Redbull,Redbull,en,fefd91766cef2af2bf4ded328633fb01051d6df9,0,h264 1280x720 30.000fps,HD
Redbull,Redbull,en,f1e1e9cce7297a749a5bb2e75c1520f9ce73a83b,0,h264 1920x1080 30.000fps,FHD
Redbull,Redbull,en,f84c515f96b1f94ec7ca63aec4a77ac8e0da5bbf,0,h264 1920x1080 30.000fps,FHD
Redbull,Redbull,en,a5e41e71773883c1375518bcb221c11943276fe2,0,h264 1920x1080 30.000fps,FHD
Redbull,Redbull,en,5c2978ab5db3a67e6ecce175fa31c410cb24c4ed,0,h264 1920x1080 30.000fps,FHD
Redbull,Redbull,en,05f4b81a5b278b0afb2cf8486d01e4742768a278,0,h264 1920x1080 30.000fps,FHD
Redbull,Redbull,en,4384c03114340ee527b6c9ab123a5a01acab1a9c,0,h264 960x540 30.000fps,SD
Redbull,Redbull,en,5c845cc0bf1524561ccf84cf0d9eb40b1fcb1d0e,0,h264 960x540 30.000fps,SD
Redbull,Redbull,en,0410ceaa4391ec506ab4843230d5c25e37ac3df6,0,h264 960x540 30.000fps,SD
Redbull,Redbull,en,346b4ff65f6de9028c80cc1b883aac10be36e536,0,h264 960x540 30.000fps,SD
Redbull,Redbull,en,54c800c8ef16e700060ce1a5f1541aba070519f6,0,h264 960x540 30.000fps,SD
Redbull,Redbull,en,514fbb26789b27f01018d82561fa65bb4dda6f97,0,h264 960x540 30.000fps,SD
Redbull,Redbull,en,cc12e4be960b8879f461b7bcb37133774eeccfa2,0,h264 1920x1080 30.000fps,FHD
Redbull,Redbull,en,a0270364634d9c49279ba61ae3d8467809fb7095,0,h264 1280x720 30.000fps,HD
RTL HD,RTL+ SPORT,de,bc9610c2cb92a71a5c17f357d66719fa1c054ced,0,h264 1920x1080 25.000fps,FHD
RTL+ SPORT EVENT 1,RTL+ SPORT,de,a7319ebd54cb1db9a9db1574929ca8d305a323d3,0,h264 1920x1080 50.000fps,FHD
RTL+ SPORT EVENT 10,RTL+ SPORT,de,e6cce13cb4005ec3c7d77db47865385927a7ab7e,0,h264 1920x1080 50.000fps,FHD
RTL+ SPORT EVENT 2,RTL+ SPORT,de,e360a96fb4bbe1cb8a7862a6514c4c284eeec466,0,h264 1920x1080 50.000fps,FHD
RTL+ SPORT EVENT 3,RTL+ SPORT,de,8b3c5f9ec938c3d3950bc4c989428d266bd4bd5b,0,h264 1920x1080 50.000fps,FHD
RTL+ SPORT EVENT 4,RTL+ SPORT,de,784da1ced871f6d3f6bf25f29664bfd39f6130a6,0,h264 1920x1080 50.000fps,FHD
RTL+ SPORT EVENT 5,RTL+ SPORT,de,81284e9a279ee23cbc4a7400bd9531f127d20fe5,0,h264 1920x1080 50.000fps,FHD
RTL+ SPORT EVENT 6,RTL+ SPORT,de,c065ab169f75ced1d34fbcab6b84a5fa4ca73e30,0,h264 1920x1080 50.000fps,FHD
RTL+ SPORT EVENT 7,RTL+ SPORT,de,eec3f8107e008cec3679f76e078deeefd1348a3e,0,h264 1920x1080 25.000fps,FHD
RTL+ SPORT EVENT 8,RTL+ SPORT,de,ce4ae0c3491acd4272340029139ba25642e2516b,0,h264 1920x1080 50.000fps,FHD
RTL+ SPORT EVENT 9,RTL+ SPORT,de,32779a8a8cd7bfcb0d45ebe68f28457e4b3aeae4,0,h264 1920x1080 25.000fps,FHD
RTL+ SPORT EVENT 9,RTL+ SPORT,de,a435581e6cba56972e48cf4519d1b2af735eec2f,0,h264 1920x1080 50.000fps,FHD
RU: SPORT,RU: SPORT,ru,268a9f5854b97bdb4fc07923d05b12a299111de7,0,h264 1920x1080 25.000fps,FHD
RU: SPORT,RU: SPORT,ru,dcdbd53f3d4d3efe0155e9cb20b9ea43363cb563,0,h264 854x480 25.000fps,SD
Setanta Sports,Setanta Sports,ua,f062d7451d902ffd7ab4b59af0daf0ca989ff71a,0,,
Setanta Sports,Setanta Sports,ua,0652d714ea4d4797793dc5075de75c948e7e083f,0,,
Setanta Sports 1,Setanta Sports,ru,42fe2ce3ef6b92653a74d85b6e98c2ba0abee707,0,h264 1920x1080 25.000fps,FHD
Setanta Sports 2,Setanta Sports,ru,f6d68cfa8694f814983f2a5757f4e0c4964b880c,0,h264 1920x1080 25.000fps,FHD
Setanta Sports 2,Setanta Sports,ua,85067c5068fa3d551789f54615d0cf3895d93e08,0,,
Setanta Sports 3,Setanta Sports,ua,75077fc56c4599068c8a50dc68119610284c3190,0,h264 1920x1080 50.000fps,FHD
Sky Sports 1,Sky Sports,de,88c50cf8bf78a18d89c9efb3805d5a12e04c31b9,0,h264 1920x1080 50.000fps,FHD
Sky Sports 1,Sky Sports,de,7c12288663069a12aff58f3f62e8ea47ab78c65d,0,h264 1920x1080,FHD
Sky Sports 2,Sky Sports,de,fc9f1f580da8f641a5991d44b399982a3a069f69,0,h264 1920x1080 50.000fps,FHD
Sky Sports Arena,Sky Sports,en,d317a003e8047da2c36a2a2bb2289578c9a3b79c,0,h264 1920x1080 50.000fps,FHD
Sky Sports Bundesliga 1,Sky Sports,de,38d8789a448dd0eaf99e0274b555974e4e8f3f3b,0,h264 1920x1080 50.000fps,FHD
Sky Sports Cricket,Sky Sports,,6d95e4b0893e155cc674b84e0763150c445d3ddd,0,h264 1920x1080 50.000fps,FHD
Sky Sports F1,Sky Sports,de,b04372b9543d763bd2dbd2a1842d9723fd080076,0,h264 1920x1080 50.000fps,FHD
Sky Sports Football,Sky Sports,,8dbe2d515e9131fa311353537736f8c94be9b26d,0,h264 1920x1080 50.000fps,FHD
Sky Sports Football,Sky Sports,,eab7aeef0218ce8b0752e596e4792b69eda4df5e,0,h264 1920x1080 50.000fps,FHD
Sky Sports News,Sky Sports,de,07cab7f4a1a4ecc0ed35bea52346f1b79b1016a8,0,h264 1920x1080 25.000fps,FHD
Sky Sports Premier League,Sky Sports,en,ec5eabe0144ccfffc337e1d6708e2afb81d0638e,0,h264 1920x1080 50.000fps,FHD
Sport 1 Baltic,Sport Klub,,2dacdd76f0ee765e7bacdc6687c375b68723e592,0,h264 1920x1080 25.000fps,FHD
Sport 1 Baltic,Sport Klub,,3e4ff574a14a232dd6ae370b36a0d21276be3b62,0,,
Sport 1 IL,Sport Klub,,ad723956cbe2f565cf5fa965665a47d8d4bbc4aa,0,,
Sport 2 Baltic,Sport Klub,,d9f167db346401107e8c57d4f99a79e60cc7dcea,0,,
Sport 3 IL,Sport Klub,,0724d20fea05ae104b76c9ea4e00e367235c329a,0,,
Sport 4 IL,Sport Klub,,0cc6a3d9cab21337f2e7e227608e535622e58186,0,,
Sport 5 Gold IL,Sport Klub,,0cd456d8a5b37778426ff6503677334e0abbe4f2,0,,
Sport 5 IL,Sport Klub,,503955701ee8f5d388998663ee85926bfe84feb3,0,,
Sport 5 Live IL,Sport Klub,,39c1d737ba83357998e1e2edb5ac7f937c7c693b,0,,
Sport Digital,Sport Klub,de,5e94200ae8b1d95cb559fb150e5993d92e15d4e7,0,h264 1920x1080 50.000fps,FHD
Sport Klub,Sport Klub,po,35575a31d76f6c5f5e9e6364dacfdeca3b85f2ee,0,h264 1920x1080 50.000fps,FHD
SPORT1,SPORT1,de,1950633a3723cb52b17c764125decc04445bd5ff,0,h264 1280x1080 25.000fps,HD
SPORT1,SPORT1,de,638c168e9a98b0826ca3b5275a07ee1082c5c269,0,,
SPORT1+,SPORT1,de,e61b6538df35e5016635dfa2b3073f5b82ee4c2b,0,h264 1920x1080 25.000fps,FHD
Start,Start,ru,4b129146077c1e357e4ab341448b9fb629f939dc,0,h264 1920x1080 25.000fps,FHD
Start,Start,ru,825e7e0f80441819cfd29d87c3659e520c25b616,0,,
Start,Start,ru,9bc36a29862e841fe4af5d32c3100aa3f07a3172,0,,
SuperTennis,Tenis,it,b58dbf92765976b308695f62dea94b00b40730ee,0,h264 1440x1080 25.000fps,HD
Tennis Channel,Tenis,en,039fae21c9e7e5214d3d898cba80863e37e623ac,0,h264 1920x1080 59.940fps,FHD
TNT Sports 1,TNT Sports,en,fc5089d8e1519872fdf951779ccbca913acc9bce,0,h264 1920x1080 25.000fps,FHD
TNT Sports 1,TNT Sports,en,efc60cfe5e3a349baa02bcc49f6647c21a9c3c5b,0,h264 1920x1080 25.000fps,FHD
TNT Sports 1,TNT Sports,en,06fd695a8353f40d6586db7c778a5862554c09d1,0,,
TNT Sports 2,TNT Sports,en,d63d8a57cf471394bfa9f619bbd68b01ae27a801,0,h264 1920x1080 25.000fps,FHD
TNT Sports 2,TNT Sports,en,927996b8192c7cc6bf768d52528c8e4198294328,0,,
TNT Sports 3,TNT Sports,en,5f966c123759de46dff29c379266b7a403452033,0,h264 1920x1080 25.000fps,FHD
TNT Sports 3,TNT Sports,en,22fead867a8657cfb58cd84245e18954ab199db3,0,,
La 1 TVE,TVE,sp,d7bb054b103a1f51b44518dcb80ef23370133d40,0,h264 1280x720 25.000fps,HD
La 1 TVE,TVE,sp,b897de3e62d7c6bee9ef1107d972f3d1075e03ff,0,h264 1280x720 25.000fps,HD
Teledeporte,TVE,sp,ce473aab8e9232071c777c6d778a476fab818955,0,h264 1280x720 25.000fps,HD
Ziggo Sport,Ziggo Sport,nl,7f50e06f715720e944cce35fa90b6b7a8db04b2e,0,h264 1280x720 25.000fps,HD
Ziggo Sport,Ziggo Sport,nl,36dfc36084b2138d3451c4700b462ac1094d693d,0,h264 1920x1080 25.000fps,FHD
Ziggo Sport,Ziggo Sport,nl,fcd7621df513f600652b4813d5d8fd1daed60058,0,h264 1920x1080 50.000fps,FHD
Ziggo Sport,Ziggo Sport,nl,868a6187d6aeec65ded84bd777814c9f7b7a9027,0,h264 720x576 50.000fps,SD
Ziggo Sport,Ziggo Sport,nl,9231f38e71a85ad24b4c11a5e360992e30c916ed,0,h264 720x576 50.000fps,SD
